word_id	en_hw	page	seq_on_page	enwk_part_of_speech	tt_param1	seq_in_param1	keep
DIB7105005	milk	milk/translations	1	Noun	liquid	1	y
DIB7118692	tampon	tampon	1	Noun	a plug of cotton or other absorbent material	1	y
DIB7128687	philosopher	philosopher	1	Noun	person devoted to studying philosophy	1	y
DIB7131120	speaker	speaker	2	Noun	loudspeaker	1	y
DIB7131714	succeed	succeed	2	Verb	to obtain the object desired; to accomplish what is attempted or intended; to have a prosperous issue or termination; to be successful	1	y
DIB7140951	fall of the wall	fall of the wall	1	Proper noun	deconstruction of the Berlin Wall	1	y
DIB7145425	origin	origin	4	Noun	ancestry	1	y
DIB7145567	separate	separate	2	Verb	to disunite, disconnect	1	y
DIB7164932	South America	South America	1	Proper noun	id=Q18	1	y
DIB7165324	blackmail	blackmail	2	Verb	to extort money	1	y
DIB7165459	fish	fish	1	Verb	to catch fish or aquatic animals	1	y
DIB7173569	considerate	considerate	1	Adjective	thoughtful	1	y
DIB7178205	knock	knock	4	Verb	to rap one's knuckles against something	1	y
DIB7182751	bad	bad	6	Adjective	evil, wicked	1	y
DIB7186597	Christmas tree	Christmas tree	1	Noun	evergreen tree used as a decoration during the Christmas holiday season	1	y
DIB7195942	railway	railway	2	Noun	transport system using these rails	1	y
DIB7197183	get changed	get changed	1	Verb	change one's clothing	1	y
DIB7200197	economics	economics	3	Noun	study of resource and wealth allocation, consumption, and distribution, of capital and investment, and of management of the factors of production; application of this study to a particular domain	1	y
DIB7213223	be late	be late	1	Verb	arrive late	1	y
DIB7214854	sunscreen	sunscreen	1	Noun	cream that protects the skin from the sun	1	y
DIB7219892	keep	keep	1	Verb	to maintain possession of	1	y
DIB7220420	adhesive tape	adhesive tape	1	Noun	adhesive tape generally	1	y
DIB7228069	light	light	9	Adjective	of low weight	1	y
DIB7228557	presentation	presentation	2	Noun	something presented to an audience	1	y
DIB7230981	intersection	intersection	1	Noun	junction of two or more paths, etc	1	y
DIB7232525	performance	performance	3	Noun	live show or concert	1	y
DIB7242715	bookshelf	bookshelf	1	Noun	shelf for storing books	1	y
DIB7245727	tongue	tongue	1	Noun	organ	1	y
DIB7246437	paralyzed	paralyzed	1	Adjective	(of a person or part of the body) partly or wholly incapable of movement; disabled	1	y
DIB7254002	bus	bus/translations	1	Noun	vehicle	1	y
DIB7264669	after	after	9	Conjunction	signifies that the action of its clause takes place before the action of the other clause	1	y
DIB7288220	paternal	paternal	2	Adjective	fatherly; behaving as or characteristic of a father	1	yp
DIB7297301	prick	prick	5	Verb	to pierce	1	y
DIB7298599	true	true	1	Adjective	concurring with a given set of facts	1	y
DIB7302494	museum	museum	1	Noun	building or institution	1	y
DIB7307284	daily	daily	1	Adjective	that occurs every day	1	y
DIB7311676	flip out	flip out	1	Verb	to become very upset	1	y
DIB7313133	cool	cool	8	Adjective	colloquial: in fashion	1	y
DIB7315225	monitor	monitor	2	Noun	computer display	1	y
DIB7322367	vocational school	vocational school	1	Noun	1. A school that provides training in specific skills required for different industries.	1	y
DIB7322426	us	us	1	Pronoun	objective case of "we"	1	yp
DIB7329789	sometimes	sometimes	1	Adverb	on certain occasions, but not always	1	y
DIB7331056	today	today	1	Adverb	on the current day	1	y
DIB7331610	swear	swear	1	Verb	to take an oath	1	y
DIB7333064	invitation	invitation	1	Noun	act of inviting	1	y
DIB7334371	backpedal	backpedal	2	Verb	to step backwards	1	y
DIB7338354	flirt	flirt	8	Verb	to play at courtship	1	y
DIB7342009	why	why	1	Adverb	(interrogative) for what reason	1	y
DIB7344810	path	path	1	Noun	a trail for the use of, or worn by, pedestrians	1	y
DIB7346550	first time	first time	1	Noun	first instance of sexual intercourse	1	y
DIB7346992	accidental	accidental	1	Adjective	happening by chance	1	y
DIB7347078	tolerance	tolerance	2	Noun	ability or practice of tolerating	1	y
DIB7354727	jeans	jeans	1	Noun	denim trousers	1	y
DIB7360357	weather	weather	1	Noun	state of the atmosphere	1	y
DIB7367889	busy	busy	1	Adjective	crowded with business or activities	1	y
DIB7380945	third	third	3	Noun	one of three equal parts of a whole	1	y
DIB7384939	pale	pale	2	Adjective	having a pallor, of human skin	1	y
DIB7385200	western	western	1	Adjective	pertaining to the west	1	y
DIB7387693	second	second	15	Noun	one-sixtieth of a minute; SI unit of time	1	y
DIB7388216	abroad	abroad	1	Adverb	in foreign countries	1	y
DIB7391368	under no circumstances	under no circumstances	1	Prepositional phrase	never ever	1	y
DIB7401436	competitive	competitive	3	Adjective	economics: capable of competing successfully	1	y
DIB7405047	open	open	12	Verb	to make something accessible	1	y
DIB7410122	December	December	1	Proper noun	twelfth month of the Gregorian calendar	1	y
DIB7410428	documentary	documentary	4	Noun	documentary film	1	y
DIB7415054	gay	gay	3	Adjective	homosexual	1	y
DIB7428724	Mediterranean Sea	Mediterranean Sea	1	Proper noun	sea between Europe and Africa	1	y
DIB7435523	volleyball	volleyball	1	Noun	game	1	y
DIB7435940	inventive	inventive	2	Adjective	creative, or skilful at inventing	1	y
DIB7439444	politeness	politeness	2	Noun	act of being polite	1	y
DIB7440271	increase	increase	1	Verb	become larger	1	y
DIB7442902	free	free	11	Adverb	without needing to pay	1	y
DIB7444062	room	room	2	Noun	space	1	y
DIB7444062	room	room	6	Noun	division in a building	1	y
DIB7444598	preview	preview	2	Noun	advance showing of a film, exhibition etc.	1	y
DIB7451252	turn	turn	3	Verb	intransitive: change one's direction of travel	1	y
DIB7458595	what do you do	what do you do	1	Phrase	what do you do?	1	y
DIB7462027	understand	understand	1	Verb	to grasp the meaning of	1	y
DIB7465956	partner	partner	1	Noun	someone who is associated with another in a common activity or interest	1	y
DIB7468675	former	former	1	Adjective	previous	1	y
DIB7474854	onion	onion	1	Noun	''Allium cepa''	1	plural
DIB7477494	engineer	engineer	1	Noun	person engaged in designing, constructing, or maintaining engines or machinery; (''more generally'') a person qualified or professionally engaged in any branch of engineering, or studying to do so	1	y
DIB7483596	position	position	2	Noun	post of employment	1	y
DIB7484102	clique	clique	1	Noun	small, exclusive group	1	y
DIB7488448	paper clip	paper clip	1	Noun	paper clip	1	y
DIB7488794	new	new/translations	1	Adjective	recently made or created	1	y
DIB7489639	hot	hot	1	Adjective	having a high temperature	1	y
DIB7489639	hot	hot	2	Adjective	of the weather	1	y
DIB7492922	print	print	1	Verb	to produce a copy of a text or image on a surface, especially by machine	1	y
DIB7495054	little	little	6	Adverb	not much	1	y
DIB7498137	guitar	guitar	1	Noun	musical instrument	1	y
DIB7499895	Central America	Central America	1	Proper noun	id=Q27611	1	y
DIB7502496	then	then	2	Adverb	soon afterward	1	y
DIB7505057	ticket machine	ticket machine	1	Noun	ticket vending machine	1	y
DIB7505080	stupid	stupid	1	Adjective	lacking in intelligence	1	y
DIB7517178	agree	agree	4	Verb	to resemble, coincide, correspond	1	y
DIB7520089	flight	flight	4	Noun	journey made by an aircraft	1	y
DIB7530130	sensitive	sensitive	3	Adjective	easily offended	1	y
DIB7532747	funny	funny	1	Adjective	amusing; comical	1	y
DIB7533705	enlighten	enlighten	2	Verb	to make clear to the intellect	1	y
DIB7536289	reserve	reserve	12	Verb	to book in advance	1	y
DIB7537454	drunk	drunk	1	Adjective	intoxicated after drinking too much alcohol	1	y
DIB7538795	have fun	have fun	1	Verb	enjoy oneself	1	y
DIB7539212	precipitation	precipitation	1	Noun	weather: water falling from the atmosphere	1	y
DIB7540435	talkative	talkative	1	Adjective	tending to talk or speak freely or often	1	y
DIB7541706	deodorant	deodorant	2	Noun	odor-controlling cosmetic for the underarm	1	y
DIB7545022	sleep in	sleep in	1	Verb	to sleep late	1	y
DIB7546086	catch a cold	catch a cold	1	Verb	contract a cold	1	y
DIB7547738	Holy Roman Empire	Holy Roman Empire	1	Proper noun	id=Q12548	1	y
DIB7559189	disdain	disdain	1	Noun	feeling of contempt or scorn	1	y
DIB7566382	get up	get up	2	Verb	to rise from one's bed	1	y
DIB7573603	poem	poem	1	Noun	literary piece written in verse	1	y
DIB7583796	today's	today's	1	Adjective	relating to, or produced today	1	y
DIB7587836	twin	twin	1	Noun	either of two people who shared the same uterus, or of two similar or closely related objects	1	y
DIB7588175	bar	bar/translations	6	Noun	business licensed to sell intoxicating beverages	1	y
DIB7591591	literature	literature	1	Noun	body of all written works	1	y
DIB7604092	exchange	exchange	3	Verb	To trade or barter	1	y
DIB7606701	if	if	3	Conjunction	whether	1	y
DIB7607326	number	number	6	Noun	sequence of digits and letters used to register people, automobiles, etc.	1	y
DIB7611390	much	much	2	Adverb	to a great extent	1	y
DIB7613425	noon	noon	1	Noun	midday	1	y
DIB7613697	foggy	foggy	1	Adjective	obscured by mist or fog	1	y
DIB7618622	pass out	pass out	2	Verb	to distribute	1	y
DIB7627151	July	July	1	Proper noun	seventh month of the Gregorian calendar	1	y
DIB7628350	birthday party	birthday party	1	Noun	a party held to celebrate a birthday	1	y
DIB7633718	enlarge	enlarge	1	Verb	make larger	1	y
DIB7650911	part	part	1	Noun	fraction of a whole	1	y
DIB7650911	part	part	3	Noun	group inside a larger group	1	y
DIB7653574	open	open	1	Adjective	not closed	1	y
DIB7663846	turkey	turkey	2	Noun	flesh or meat of this bird	1	y
DIB7668925	sun	sun/translations	1	Proper noun	id=Q525	1	y
DIB7673646	mute	mute	1	Adjective	not having the power of speech	1	y
DIB7677130	brush one's teeth	brush one's teeth	1	Verb	to clean one's teeth with a toothbrush	1	y
DIB7677935	country	country	2	Noun	nation state	1	y
DIB7678842	dispatch	dispatch	1	Verb	to send with promptness	1	y
DIB7684368	complaint	complaint	4	Noun	bodily disorder or disease; the symptom of such a disorder	1	plural
DIB7684703	adequate	adequate	1	Adjective	equal to some requirement	1	y
DIB7685715	prescription	prescription	1	Noun	written order for the administration of a medicine	1	y
DIB7691317	known	known	1	Adjective	whom other people know; renowned, famous	1	y
DIB7706402	lightning	lightning	1	Noun	flash of light	1	y
DIB7706690	prejudice	prejudice	1	Noun	adverse judgement formed beforehand	1	y
DIB7710240	ourselves	ourselves	1	Pronoun	reflexive: us	1	yp
DIB7711067	eggplant	eggplant	2	Noun	edible fruit	1	y
DIB7717185	architecture	architecture	1	Noun	art and science of designing buildings and other structures	1	y
DIB7721049	employ	employ	1	Verb	to give someone work	1	y
DIB7730218	poor	poor	1	Adjective	with few or no possessions or money	1	y
DIB7730795	sit down	sit down	1	Verb	to assume a sitting position from a standing position	1	y
DIB7733037	doctor	doctor	1	Noun	person who has attained a doctorate	1	y
DIB7736335	pupil	pupil	1	Noun	learner	1	y
DIB7737627	examine	examine	2	Verb	to check the health or condition of something or someone	1	y
DIB7739440	foot	foot	1	Noun	part of human body	1	y
DIB7739575	possibly	possibly	2	Adverb	adverb indicating that an action may successfully be performed	1	y
DIB7742404	education	education	1	Noun	process or art of imparting knowledge, skill and judgment	1	y
DIB7744375	folder	folder	1	Noun	organizer	1	y
DIB7745550	good morning	good morning	1	Interjection	when seeing someone for the first time in the morning	1	y
DIB7752216	beef	beef	1	Noun	meat	1	y
DIB7753251	twenty-one	twenty-one	1	Numeral	cardinal number	1	y
DIB7753578	shoot	shoot	3	Verb	to hit with a shot	1	y
DIB7753739	feed	feed	1	Verb	to give food to eat	1	y
DIB7765168	temperature	temperature	1	Noun	a measure of cold or heat	1	y
DIB7786284	Easter	Easter	1	Noun	Christian feast commemorating the resurrection of Jesus Christ	1	y
DIB7790210	scare	scare	3	Verb	to frighten	1	y
DIB7803821	pear	pear	1	Noun	fruit	1	y
DIB7806750	meanwhile	meanwhile	1	Adverb	during the time something is happening	1	y
DIB7807438	good	good	1	Adjective	acting in the interest of good; ethical good intentions	1	y
DIB7810418	grade	grade	2	Noun	performance expressed by a number, letter, or other symbol	1	y
DIB7811824	fight	fight	7	Noun	occasion of fighting	1	y
DIB7822733	threaten	threaten	1	Verb	to make a threat against someone; to use threats	1	y
DIB7822733	threaten	threaten	2	Verb	to menace, or be dangerous	1	y
DIB7828860	beach	beach	1	Noun	sandy shore	1	y
DIB7832346	add	add	1	Verb	to append (e.g. a statement); to say further information; to add on	1	y
DIB7832346	add	add	2	Verb	to make an addition; to augment; to increase; to add on	1	y
DIB7835406	ticket office	ticket office	1	Noun	an office where tickets may be purchased	1	y
DIB7836608	happy Easter	happy Easter	1	Phrase	an expression used during Easter	1	y
DIB7836784	clean	clean	13	Verb	(transitive) to remove dirt from a place or object	1	y
DIB7837414	nine	nine	1	Numeral	cardinal number	1	y
DIB7837641	old	old	1	Adjective	of an object, concept, etc: having existed for a relatively long period of time	1	y
DIB7839106	record	record	8	Verb	make an audio or video recording of	1	yp
DIB7842670	Tuesday	Tuesday	1	Noun	day of the week	1	y
DIB7847093	light bulb	light bulb	1	Noun	evacuated glass bulb containing a metal filament that produces light	1	y
DIB7855052	survey	survey	1	Noun	an examination of the opinions, information of a group	1	y
DIB7857967	written	written	1	Adjective	of, relating or characteristic of writing	1	y
DIB7859438	himself	himself	1	Pronoun	(reflexive) male person as the previously mentioned object	1	yp
DIB7860183	workbook	workbook	1	Noun	book used by a student	1	y
DIB7862091	birthday cake	birthday cake	1	Noun	a cake made to celebrate a birthday	1	y
DIB7863098	give	give	1	Verb	transfer the possession of something to someone else	1	y
DIB7863217	miss	miss	4	Verb	to feel the absence of someone or something; to feel the want or need of	1	y
DIB7867244	shoulder	shoulder/translations	2	Noun	joint between arm and torso	1	y
DIB7872736	boat	boat	1	Noun	water craft	1	y
DIB7875039	calorie	calorie	1	Noun	amount of heat to raise 1 gram of water by 1 °C	1	y
DIB7877146	when	when	1	Adverb	at what time, as a direct question	1	y
DIB7878602	psychology	psychology	1	Noun	study of the human mind	1	y
DIB7889092	nauseous	nauseous	2	Adjective	afflicted with nausea	1	y
DIB7898834	sunny	sunny	1	Adjective	weather, day	1	y
DIB7903814	North Sea	North Sea	1	Proper noun	a marginal sea of the Atlantic Ocean between Britain, Scandinavia and Germany, the Netherlands, Belgium and France	1	y
DIB7903945	receive	receive	1	Verb	to take what is offered, accept from another	1	y
DIB7904331	surrender	surrender	4	Noun	an act of surrendering	1	y
DIB7905214	dress	dress	1	Verb	transitive: to put clothes on	1	y
DIB7905701	stubbornly	stubbornly	1	Adverb	in a stubborn manner	1	y
DIB7913515	fulfill	fulfill	1	Verb	to carry out	1	y
DIB7918520	cinema	cinema	1	Noun	a film/movie theatre	1	y
DIB7918939	hat	hat	1	Noun	a head covering	1	y
DIB7919441	contradict	contradict	1	Verb	deny the truth of (a statement or statements)	1	y
DIB7923813	stylish	stylish	1	Adjective	having elegance or taste or refinement in manners or dress	1	y
DIB7924576	introduce	introduce	1	Verb	to cause someone to be acquainted	1	y
DIB7925066	lift	lift	6	Verb	to lift weights	1	y
DIB7928755	immediately	immediately	1	Adverb	in an immediate manner	1	y
DIB7932757	how	how	2	Adverb	in what manner	1	y
DIB7933395	wanderlust	wanderlust	1	Noun	strong impulse or longing to travel	1	y
DIB7934225	that	that	3	Determiner	what is being indicated	1	y
DIB7936136	colleague	colleague	1	Noun	fellow member of a profession	1	y
DIB7944793	unashamed	unashamed	1	Adjective	feeling or showing no shame, embarrassment or remorse	1	y
DIB7945113	body	body	1	Noun	physical structure of a human or animal	1	y
DIB7945321	almost	almost	1	Adverb	very close to	1	y
DIB7953046	achieve	achieve	1	Verb	to carry out successfully; to accomplish	1	y
DIB7961027	play	play	16	Noun	theatrical performance	1	y
DIB7962789	napkin	napkin	1	Noun	serviette	1	y
DIB7964249	actor	actor	2	Noun	dramatic performer	1	y
DIB7983677	formal	formal	1	Adjective	being in accord with established forms	1	y
DIB7983677	formal	formal	2	Adjective	official	1	y
DIB8010527	foreign language	foreign language	1	Noun	any language other than that spoken by the people of a specific place	1	y
DIB8012265	eye doctor	eye doctor	1	Noun	optometrist or ophthalmologist	1	y
DIB8021491	egg	egg/translations	1	Noun	approximately spherical or ellipsoidal body produced by birds, insects, reptiles, and other animals, housing the embryo within a membrane or shell during its development	1	y
DIB8023386	lazy	lazy	1	Adjective	unwilling to work	1	y
DIB8027588	sightsee	sightsee	1	Verb	go sightseeing	1	y
DIB8033063	recklessly	recklessly	1	Adverb	in a reckless manner	1	y
DIB8036346	United States of America	United States of America	1	Proper noun	id=Q30	1	yp
DIB8044090	go away	go away	2	Verb	to depart or leave a place	1	y
DIB8053560	German	German	5	Proper noun	the German language	1	y
DIB8055309	church	church	1	Noun	house of worship	1	y
DIB8056292	movie	movie	1	Noun	motion picture	1	y
DIB8057954	save	save	1	Verb	to help someone to survive, or rescue someone	1	y
DIB8058985	invisible	invisible	1	Adjective	unable to be seen	1	y
DIB8066312	at first	at first	1	Prepositional phrase	initially; at the start	1	y
DIB8071623	Australia	Australia	1	Proper noun	id=Q408	1	y
DIB8072444	exhausted	exhausted	1	Adjective	very tired	1	y
DIB8083509	instrument	instrument	1	Noun	musical device	1	y
DIB8089703	Abitur	Abitur	1	Noun	group of exams taken in the final year of German secondary school	1	y
DIB8092256	pension	pension	1	Noun	regular payment due to a person in consideration of past services	1	y
DIB8109013	decorate	decorate	1	Verb	to furnish with decorations	1	y
DIB8116309	circle of friends	circle of friends	1	Noun	group of close friends	1	y
DIB8116879	pizzeria	pizzeria	1	Noun	outlet that primarily sells pizza	1	y
DIB8119383	grocery store	grocery store	1	Noun	a store where groceries can be purchased, especially a supermarket	1	y
DIB8127458	girlfriend	girlfriend	1	Noun	a female partner in a romantic relationship	1	y
DIB8148011	need	need	3	Verb	to have an absolute requirement for	1	y
DIB8148369	accountant	accountant	2	Noun	a reckoner, or someone who maintains financial matters for a person(s)	1	y
DIB8151925	condom	condom	1	Noun	flexible sleeve worn on the penis	1	y
DIB8152052	percent	percent	1	Noun	a part or other object per hundred	1	y
DIB8154514	homesickness	homesickness	1	Noun	missing one's home or family	1	y
DIB8155171	window	window	1	Noun	opening for light and air	1	y
DIB8156226	raise	raise	7	Verb	to bring up, to grow	1	y
DIB8161286	actually	actually	1	Adverb	In act or in fact; really; in truth; positively	1	y
DIB8169056	veterinarian	veterinarian	1	Noun	doctor who treats animals	1	y
DIB8184317	please turn left	please turn left	1	Phrase	please turn left	1	yp
DIB8186993	erase	erase	1	Verb	to remove markings or information	1	y
DIB8188827	juice	juice	2	Noun	beverage made of juice	1	y
DIB8196407	heart	heart/translations	1	Noun	an organ	1	y
DIB8204806	evil	evil	1	Adjective	intending to harm	1	y
DIB8207267	thumb	thumb	1	Noun	digit	1	y
DIB8216549	Monday	Monday	2	Adverb	on Monday	1	y
DIB8228837	eastern	eastern	1	Adjective	related to the east	1	y
DIB8229939	look forward to	look forward to	1	Verb	anticipate, expect, or wait for	1	y
DIB8234496	refrigerator	refrigerator	1	Noun	appliance	1	y
DIB8238308	congratulate	congratulate	1	Verb	to express one’s sympathetic pleasure or joy to the person(s) it is felt for	1	y
DIB8241114	Wednesday	Wednesday	1	Noun	day of the week	1	y
DIB8244406	forgive	forgive	1	Verb	transitive, to pardon	1	y
DIB8254295	cough	cough	4	Verb	to push air from the lungs through the glottis (causing a short, explosive sound) and out through the mouth	1	y
DIB8256354	opinionated	opinionated	1	Adjective	holding very strong opinions	1	y
DIB8266318	advertisement	advertisement	1	Noun	commercial solicitation	1	y
DIB8275989	for	for/translations	3	Preposition	directed at, intended to belong to	1	y
DIB8276351	prescribe	prescribe	1	Verb	to order a drug or medical device	1	y
DIB8278097	hit on	hit on	1	Verb	to approach somebody seeking love, sex, etc.	1	y
DIB8279634	clock	clock	1	Noun	instrument to measure or keep track of time	1	y
DIB8286072	date	date	14	Verb	to have a steady relationship with; to be romantically involved with	1	y
DIB8287054	impressed	impressed	1	Adjective	strongly affected, especially favourably	1	y
DIB8290187	garden	garden	1	Noun	piece of land outside with flowers and plants	1	y
DIB8291142	election campaign	election campaign	1	Noun		1	y
DIB8295847	video game	video game	1	Noun	type of game existing as and controlled by software	1	y
DIB8297344	boss	boss	1	Noun	supervisor	1	y
DIB8300367	attach	attach	1	Verb	to fasten, to join to	1	y
DIB8300479	angrily	angrily	1	Adverb	in an angry manner	1	y
DIB8305826	golf club	golf club	1	Noun	the implement	1	y
DIB8306594	build	build	1	Verb	(transitive) to form by combining materials or parts	1	y
DIB8310669	film	film	3	Verb	to record a motion picture	1	y
DIB8315013	a little	a little	1	Adverb	to a small extent or degree	1	y
DIB8316637	storm	storm	1	Noun	disturbed state of the atmosphere causing destructive or unpleasant weather	1	y
DIB8324573	sink	sink	1	Verb	descend into liquid, etc	1	y
DIB8325106	shower curtain	shower curtain	1	Noun	waterproof curtain	1	y
DIB8336139	stem	stem	14	Verb	to descend in a family line	1	y
DIB8348040	preorder	preorder	1	Verb	to order in advance	1	y
DIB8349986	greenhouse effect	greenhouse effect	1	Noun	process by which a planet is warmed by its atmosphere	1	y
DIB8353904	many	many	1	Determiner	an indefinite large number of	1	y
DIB8355645	difficult	difficult	1	Adjective	hard, not easy	1	y
DIB8356807	autumn	autumn	1	Noun	season	1	y
DIB8366745	water	water/translations	1	Noun	id=Q283	1	y
DIB8370612	entry	entry	8	Noun	article in a dictionary or encyclopedia	1	y
DIB8378876	march	march	5	Verb	walk with long, regular strides	1	y
DIB8385342	elbow	elbow	1	Noun	joint between upper arm and forearm	1	y
DIB8388948	victim	victim	1	Noun	one who is harmed	1	y
DIB8394168	duty	duty	1	Noun	that which one is morally or legally obligated to do	1	y
DIB8397508	hairbrush	hairbrush	1	Noun	a brush used in hair care	1	y
DIB8398279	choose	choose	2	Verb	to pick	1	y
DIB8405185	devise	devise	1	Verb	use the intellect to plan or design	1	yp
DIB8407053	call back	call back	2	Verb	telephone someone again	1	y
DIB8414365	sponge	sponge	1	Noun	marine invertebrate	1	y
DIB8419086	call	call	3	Verb	to contact by telephone	1	y
DIB8425045	playing card	playing card	1	Noun		1	y
DIB8428927	below	below	6	Adverb	in a lower place	1	y
DIB8429936	no	no/translations	3	Determiner	not any	1	y
DIB8430347	date	date	9	Noun	meeting with a lover or potential lover; a person so met	1	y
DIB8431235	barrack	barrack	1	Noun	a building for soldiers	1	y
DIB8431742	sleep	sleep	1	Verb	to rest in state of reduced consciousness	1	y
DIB8432139	superficial	superficial	4	Adjective	not thorough, concerned with the obvious or apparent	1	y
DIB8438698	quark	quark	4	Noun	soft, creamy, unripened cheese made from cow’s milk	1	y
DIB8444495	advise	advise	1	Verb	to give advice to; to offer an opinion; to counsel; to warn	1	y
DIB8446022	commercial	commercial	1	Noun	advertisement in a common media format	1	y
DIB8452325	go by	go by	1	Verb	to pass by without paying attention to	1	y
DIB8461968	weekend	weekend	1	Noun	break in the working week	1	y
DIB8463093	thin	thin	3	Adjective	having little body fat or flesh; slim; slender; lean; gaunt	1	y
DIB8485761	it	it	2	Pronoun	object	1	yp
DIB8487498	eighteen	eighteen	1	Numeral	cardinal number	1	y
DIB8489981	selected	selected	1	Adjective	that have been selected or chosen	1	y
DIB8494930	general practitioner	general practitioner	1	Noun	physician who provides primary care; family doctor	1	y
DIB8495206	travelogue	travelogue	1	Noun	description of someone's travels	1	y
DIB8500961	pick up	pick up	6	Verb	to collect a passenger	1	y
DIB8502387	hip	hip	1	Noun	joint	1	y
DIB8507989	leave	leave	5	Verb	to depart from, end one's connection or affiliation with	1	y
DIB8510342	sight	sight	4	Verb	see, get sight of, visually register	1	y
DIB8520537	snobbish	snobbish	1	Adjective	having the property of being a snob	1	y
DIB8526170	waiting room	waiting room	1	Noun	room	1	y
DIB8527047	pour	pour	1	Verb	to cause to flow in a stream	1	y
DIB8529258	recently	recently	1	Adverb	in the recent past	1	y
DIB8532597	watch	watch	8	Verb	to look at for a period of time	1	yp
DIB8540574	art history	art history	1	Noun	study of the history of the visual arts	1	y
DIB8546333	serve	serve	2	Verb	to work for	1	y
DIB8549759	drown	drown	2	Verb	to deprive of life by immersion in liquid	1	y
DIB8553931	throw	throw	1	Verb	to cause an object to move rapidly through the air	1	y
DIB8554542	voluntarily	voluntarily	1	Adverb	in a voluntary manner	1	y
DIB8554922	Allies	Allies	2	Proper noun	in WWII	1	y
DIB8557939	snooze button	snooze button	1	Noun		1	yp
DIB8558443	childlike	childlike	2	Adjective	of, like, or suitable for a child	1	y
DIB8559080	bedroom	bedroom	1	Noun	room in a house where a bed is kept for sleeping	1	y
DIB8571271	morning	morning	1	Noun	part of the day between dawn and midday	1	y
DIB8572170	suddenly	suddenly	1	Adverb	happening quickly and with little or no warning	1	y
DIB8580538	cheese	cheese	1	Noun	dairy product	1	y
DIB8585392	rental car	rental car	1	Noun	rented car	1	y
DIB8588191	late	late	10	Adverb	past a designated time	1	y
DIB8588914	sweet	sweet/translations	9	Adjective	having a pleasing disposition	1	y
DIB8589724	decide	decide	1	Verb	to resolve or settle	1	y
DIB8589724	decide	decide	2	Verb	give judgement	1	y
DIB8591731	have time	have time	1	Verb	to have enough time to do something	1	y
DIB8591847	half	half	1	Noun	one of two roughly equal parts into which anything may be divided	1	y
DIB8598177	spark	spark	6	Verb	to give off sparks	1	y
DIB8599069	name	name	1	Noun	word or phrase indicating a particular person, place, class or thing	1	y
DIB8605650	account	account	1	Noun	a registry of pecuniary transactions	1	y
DIB8606918	bed	bed/translations	1	Noun	piece of furniture	1	y
DIB8609474	study	study	9	Noun	room in a house intended for reading and writing	1	y
DIB8609488	humid	humid	1	Adjective	slightly wet	1	y
DIB8613892	heating	heating	1	Noun	system	1	y
DIB8618436	deliver	deliver	9	Verb	to express in words	1	y
DIB8622644	pay	pay	1	Verb	to give money in exchange for goods or services	1	y
DIB8629299	empty	empty	1	Adjective	devoid of content	1	y
DIB8646453	date	date	14	Verb	to have a steady relationship with; to be romantically involved with	1	y
DIB8648975	great-grandmother	great-grandmother	1	Noun	mother of one's grandparent	1	y
DIB8650777	here	here/translations	1	Adverb	in, on, or at this place	1	y
DIB8663431	over	over	11	Preposition	physical positioning: on top of; above	1	y
DIB8664369	sister-in-law	sister-in-law	1	Noun	wife's sister	1	y
DIB8664369	sister-in-law	sister-in-law	2	Noun	husband's sister	1	y
DIB8664369	sister-in-law	sister-in-law	3	Noun	brother's wife	1	y
DIB8664846	hunter	hunter	1	Noun	person who hunts game	1	y
DIB8668173	Italy	Italy	1	Proper noun	id=Q38	1	y
DIB8682232	fix	fix	1	Verb	to mend or repair	1	y
DIB8687259	sharp	sharp	1	Adjective	able to cut easily	1	y
DIB8696978	linguistics	linguistics	1	Noun	scientific study of language	1	y
DIB8707015	rejoice	rejoice	1	Verb	to be happy	1	y
DIB8727008	landmark	landmark	2	Noun	notable location	1	y
DIB8729967	fluent	fluent	2	Adjective	able to speak a language accurately and confidently	1	y
DIB8730167	Saturday	Saturday	2	Adverb	on Saturday	1	y
DIB8730797	exciting	exciting	1	Adjective	causing excitement	1	y
DIB8733282	send	send	1	Verb	make something go somewhere	1	y
DIB8733825	crag	crag	1	Noun	rocky outcrop	1	y
DIB8741972	surprise	surprise	4	Verb	cause (someone) to feel surprise	1	y
DIB8746612	independence	independence	1	Noun	state or quality of being independent	1	y
DIB8753815	sick	sick	6	Adjective	slang: very good, excellent	1	y
DIB8762024	glass	glass	2	Noun	drinking vessel	1	y
DIB8763139	when	when	8	Conjunction	during the time that	1	y
DIB8763139	when	when	9	Conjunction	at what time; at which time	1	y
DIB8763610	relationship	relationship	1	Noun	connection or association	1	y
DIB8769283	spring	spring	3	Noun	season between winter and summer in temperate climates	1	y
DIB8773571	few	few	1	Determiner	indefinite, usually small number	1	y
DIB8780228	rather	rather	1	Adverb	preferably	1	y
DIB8781976	federal state	federal state	2	Noun	non-sovereign state that is part of a federation	1	y
DIB8783907	medicine	medicine/translations	3	Noun	field of study	1	y
DIB8787950	identity card	identity card	1	Noun	identity card	1	yp
DIB8787999	my	my	1	Determiner	belonging to me	1	y
DIB8792666	loyal	loyal	1	Adjective	firm in allegiance to a person or institution	1	y
DIB8795111	sensation	sensation	3	Noun	widespread excitement	1	y
